invoiceno,invoice_date,customerid,country,total_revenue,is_return,year_month
546980,2011-03-18 12:18:00,13591.0,United Kingdom,462.2,False,2011-03
546981,2011-03-18 12:21:00,14066.0,United Kingdom,152.55,False,2011-03
546982,2011-03-18 12:26:00,15483.0,United Kingdom,114.85,False,2011-03
546983,2011-03-18 12:27:00,16626.0,United Kingdom,795.75,False,2011-03
546984,2011-03-18 12:35:00,15019.0,United Kingdom,266.0,False,2011-03
546985,2011-03-18 12:41:00,18270.0,United Kingdom,111.95,False,2011-03
546986,2011-03-18 12:55:00,14194.0,United Kingdom,780.35,False,2011-03
546988,2011-03-18 12:57:00,14194.0,United Kingdom,282.12,False,2011-03
546990,2011-03-18 12:59:00,14315.0,United Kingdom,530.4,False,2011-03
546991,2011-03-18 13:08:00,12748.0,United Kingdom,167.43,False,2011-03
546992,2011-03-18 13:18:00,16684.0,United Kingdom,4666.4400000000005,False,2011-03
546993,2011-03-18 13:19:00,17921.0,United Kingdom,280.57,False,2011-03
546994,2011-03-18 13:20:00,16684.0,United Kingdom,152.64000000000001,False,2011-03
546995,2011-03-18 13:25:00,14041.0,United Kingdom,141.41,False,2011-03
546996,2011-03-18 13:27:00,17060.0,United Kingdom,234.24,False,2011-03
546998,2011-03-18 13:32:00,16023.0,United Kingdom,177.84,False,2011-03
546999,2011-03-18 13:47:00,17133.0,United Kingdom,683.4200000000001,False,2011-03
547000,2011-03-18 13:51:00,14282.0,United Kingdom,323.3,False,2011-03
547001,2011-03-18 13:52:00,16656.0,United Kingdom,357.12,False,2011-03
547002,2011-03-18 14:02:00,12878.0,United Kingdom,315.18,False,2011-03
547003,2011-03-18 14:13:00,14155.0,United Kingdom,118.75,False,2011-03
547004,2011-03-18 14:14:00,17419.0,United Kingdom,321.75,False,2011-03
547005,2011-03-18 14:20:00,12474.0,Germany,806.47,False,2011-03
547017,2011-03-18 14:51:00,13468.0,United Kingdom,113.35,False,2011-03
547018,2011-03-18 14:53:00,17043.0,United Kingdom,174.6,False,2011-03
547019,2011-03-18 14:54:00,17841.0,United Kingdom,115.78,False,2011-03
547020,2011-03-18 15:42:00,17017.0,United Kingdom,368.36,False,2011-03
547021,2011-03-18 15:43:00,13046.0,United Kingdom,197.72,False,2011-03
547022,2011-03-18 15:44:00,17961.0,United Kingdom,22.240000000000002,False,2011-03
547023,2011-03-18 15:54:00,16422.0,United Kingdom,833.1,False,2011-03
547026,2011-03-18 17:07:00,14633.0,United Kingdom,344.90000000000003,False,2011-03
547028,2011-03-20 10:13:00,13593.0,United Kingdom,447.5,False,2011-03
547029,2011-03-20 10:17:00,15465.0,United Kingdom,405.0,False,2011-03
547030,2011-03-20 10:17:00,12948.0,United Kingdom,371.8,False,2011-03
547032,2011-03-20 10:24:00,13798.0,United Kingdom,662.62,False,2011-03
547033,2011-03-20 10:28:00,15898.0,United Kingdom,168.7,False,2011-03
547034,2011-03-20 10:30:00,18229.0,United Kingdom,361.4,False,2011-03
547035,2011-03-20 10:33:00,13911.0,United Kingdom,282.28000000000003,False,2011-03
547036,2011-03-20 10:35:00,17017.0,United Kingdom,380.4,False,2011-03
547037,2011-03-20 10:37:00,14101.0,United Kingdom,1224.6,False,2011-03
547038,2011-03-20 10:51:00,15703.0,United Kingdom,211.5,False,2011-03
547039,2011-03-20 10:51:00,14560.0,United Kingdom,96.6,False,2011-03
547040,2011-03-20 10:53:00,15938.0,United Kingdom,62.7,False,2011-03
547041,2011-03-20 10:56:00,13777.0,United Kingdom,300.0,False,2011-03
547044,2011-03-20 11:33:00,14071.0,United Kingdom,225.4,False,2011-03
547045,2011-03-20 11:37:00,17856.0,United Kingdom,585.12,False,2011-03
547046,2011-03-20 11:43:00,13725.0,United Kingdom,146.87,False,2011-03
547047,2011-03-20 11:46:00,14258.0,United Kingdom,982.08,False,2011-03
547048,2011-03-20 11:52:00,14911.0,EIRE,197.8,False,2011-03
547049,2011-03-20 11:56:00,17134.0,United Kingdom,330.5,False,2011-03
547050,2011-03-20 12:02:00,17795.0,United Kingdom,163.25,False,2011-03
547051,2011-03-20 12:06:00,12902.0,United Kingdom,138.68,False,2011-03
547052,2011-03-20 12:07:00,18225.0,United Kingdom,171.75,False,2011-03
547053,2011-03-20 12:08:00,13001.0,United Kingdom,499.84000000000003,False,2011-03
547055,2011-03-20 12:14:00,16444.0,United Kingdom,119.08,False,2011-03
547056,2011-03-20 12:25:00,16402.0,United Kingdom,87.8,False,2011-03
547057,2011-03-20 12:28:00,14217.0,United Kingdom,130.05,False,2011-03
547058,2011-03-20 12:44:00,14232.0,United Kingdom,693.1800000000001,False,2011-03
547059,2011-03-20 12:50:00,14693.0,United Kingdom,172.9,False,2011-03
547060,2011-03-20 12:57:00,17954.0,United Kingdom,135.44,False,2011-03
547061,2011-03-20 13:21:00,12407.0,Belgium,226.3,False,2011-03
547062,2011-03-20 13:28:00,16728.0,United Kingdom,224.49,False,2011-03
547063,2011-03-20 13:33:00,14769.0,United Kingdom,2449.79,False,2011-03
547064,2011-03-20 13:38:00,16096.0,United Kingdom,320.62,False,2011-03
547065,2011-03-20 13:38:00,17068.0,United Kingdom,185.85,False,2011-03
547066,2011-03-20 13:41:00,12921.0,United Kingdom,562.63,False,2011-03
547067,2011-03-20 13:43:00,12921.0,United Kingdom,501.24,False,2011-03
547068,2011-03-20 13:48:00,13985.0,United Kingdom,393.0,False,2011-03
547069,2011-03-20 13:52:00,16710.0,United Kingdom,242.0,False,2011-03
547070,2011-03-20 13:58:00,16115.0,United Kingdom,205.13,False,2011-03
547071,2011-03-20 13:59:00,12693.0,Germany,239.85,False,2011-03
547072,2011-03-20 14:01:00,13592.0,United Kingdom,76.72,False,2011-03
547073,2011-03-20 14:23:00,17211.0,United Kingdom,345.82000000000005,False,2011-03
547074,2011-03-20 14:35:00,13102.0,United Kingdom,176.34,False,2011-03
547075,2011-03-20 14:35:00,15288.0,United Kingdom,986.75,False,2011-03
547076,2011-03-20 14:37:00,15140.0,United Kingdom,446.15,False,2011-03
547077,2011-03-20 14:38:00,12843.0,United Kingdom,93.4,False,2011-03
547078,2011-03-20 14:41:00,14408.0,United Kingdom,350.8,False,2011-03
547079,2011-03-20 15:02:00,15408.0,United Kingdom,267.18,False,2011-03
547080,2011-03-20 15:06:00,15445.0,United Kingdom,113.5,False,2011-03
547081,2011-03-20 15:07:00,14205.0,United Kingdom,222.9,False,2011-03
547083,2011-03-20 15:21:00,15452.0,United Kingdom,247.25,False,2011-03
547084,2011-03-20 15:24:00,17690.0,United Kingdom,94.65,False,2011-03
547085,2011-03-20 15:41:00,12600.0,Germany,124.08000000000001,False,2011-03
547086,2011-03-20 15:46:00,12428.0,Finland,409.2,False,2011-03
547087,2011-03-20 15:58:00,12726.0,France,316.02,False,2011-03
547088,2011-03-20 16:02:00,14223.0,United Kingdom,304.9,False,2011-03
547090,2011-03-20 16:12:00,17230.0,United Kingdom,203.4,False,2011-03
547092,2011-03-21 08:18:00,16619.0,United Kingdom,226.21,False,2011-03
547093,2011-03-21 08:20:00,14762.0,United Kingdom,300.52,False,2011-03
547094,2011-03-21 08:39:00,13934.0,United Kingdom,922.1,False,2011-03
547095,2011-03-21 09:03:00,13018.0,United Kingdom,332.6,False,2011-03
547096,2011-03-21 09:13:00,15669.0,United Kingdom,198.8,False,2011-03
547097,2011-03-21 09:33:00,13021.0,United Kingdom,259.35,False,2011-03
547098,2011-03-21 10:13:00,16384.0,United Kingdom,409.1,False,2011-03
547099,2011-03-21 10:30:00,18224.0,United Kingdom,158.95000000000002,False,2011-03
547100,2011-03-21 10:31:00,15615.0,United Kingdom,536.78,False,2011-03
547101,2011-03-21 10:34:00,16029.0,United Kingdom,585.0,False,2011-03
547102,2011-03-21 10:41:00,14245.0,United Kingdom,1005.1,False,2011-03
547103,2011-03-21 10:54:00,15218.0,United Kingdom,527.85,False,2011-03
547105,2011-03-21 11:20:00,13854.0,United Kingdom,305.52,False,2011-03
547106,2011-03-21 11:24:00,15039.0,United Kingdom,614.85,False,2011-03
547107,2011-03-21 11:34:00,17315.0,United Kingdom,174.16000000000003,False,2011-03
547108,2011-03-21 11:36:00,14659.0,United Kingdom,227.92000000000002,False,2011-03
547109,2011-03-21 11:46:00,12423.0,Belgium,347.35,False,2011-03
547114,2011-03-21 11:49:00,14688.0,United Kingdom,164.34,False,2011-03
547122,2011-03-21 11:52:00,17678.0,United Kingdom,298.11,False,2011-03
547134,2011-03-21 11:57:00,15996.0,United Kingdom,169.73000000000002,False,2011-03
547154,2011-03-21 12:06:00,15299.0,United Kingdom,600.0,False,2011-03
547165,2011-03-21 12:10:00,13593.0,United Kingdom,15.600000000000001,False,2011-03
547171,2011-03-21 12:13:00,17849.0,United Kingdom,151.45000000000002,False,2011-03
547192,2011-03-21 12:32:00,15855.0,United Kingdom,95.8,False,2011-03
547194,2011-03-21 12:42:00,12637.0,France,201.24,False,2011-03
547195,2011-03-21 12:42:00,17204.0,United Kingdom,788.9100000000001,False,2011-03
547196,2011-03-21 12:44:00,12637.0,France,4.63,False,2011-03
547197,2011-03-21 12:45:00,17811.0,United Kingdom,108.42,False,2011-03
547199,2011-03-21 12:53:00,14606.0,United Kingdom,131.5,False,2011-03
547200,2011-03-21 13:01:00,16036.0,United Kingdom,188.73,False,2011-03
547201,2011-03-21 13:35:00,13113.0,United Kingdom,489.12,False,2011-03
547202,2011-03-21 13:38:00,17841.0,United Kingdom,248.20000000000002,False,2011-03
547203,2011-03-21 13:51:00,17146.0,United Kingdom,265.63,False,2011-03
547204,2011-03-21 13:58:00,13491.0,United Kingdom,90.8,False,2011-03
547205,2011-03-21 14:00:00,16558.0,United Kingdom,313.55,False,2011-03
547206,2011-03-21 14:18:00,16791.0,United Kingdom,151.9,False,2011-03
547207,2011-03-21 14:25:00,17763.0,United Kingdom,15.0,False,2011-03
547209,2011-03-21 14:44:00,13081.0,United Kingdom,2340.05,False,2011-03
547220,2011-03-21 15:02:00,13410.0,United Kingdom,154.4,False,2011-03
547221,2011-03-21 15:06:00,13262.0,United Kingdom,200.29,False,2011-03
547222,2011-03-21 15:07:00,18008.0,United Kingdom,175.1,False,2011-03
547223,2011-03-21 15:10:00,12867.0,United Kingdom,500.34,False,2011-03
547226,2011-03-21 15:33:00,14167.0,United Kingdom,110.65,False,2011-03
547227,2011-03-21 15:40:00,12748.0,United Kingdom,147.6,False,2011-03
547233,2011-03-21 16:20:00,17152.0,United Kingdom,315.90000000000003,False,2011-03
547240,2011-03-21 16:32:00,17585.0,United Kingdom,103.72,False,2011-03
547243,2011-03-21 16:59:00,17231.0,United Kingdom,246.92000000000002,False,2011-03
547244,2011-03-21 17:10:00,16427.0,United Kingdom,131.26,False,2011-03
547245,2011-03-22 08:49:00,14632.0,United Kingdom,114.56,False,2011-03
547246,2011-03-22 08:54:00,16191.0,United Kingdom,596.4,False,2011-03
547247,2011-03-22 09:01:00,18225.0,United Kingdom,440.28999999999996,False,2011-03
547251,2011-03-22 09:43:00,17865.0,United Kingdom,398.22,False,2011-03
547252,2011-03-22 10:13:00,13900.0,United Kingdom,357.58000000000004,False,2011-03
547253,2011-03-22 10:44:00,13869.0,United Kingdom,687.15,False,2011-03
547273,2011-03-22 11:05:00,14530.0,United Kingdom,448.65,False,2011-03
547324,2011-03-22 11:27:00,13014.0,United Kingdom,317.8,False,2011-03
547327,2011-03-22 11:28:00,12681.0,France,523.98,False,2011-03
547334,2011-03-22 11:43:00,15044.0,United Kingdom,346.7,False,2011-03
547340,2011-03-22 11:53:00,14875.0,United Kingdom,362.0,False,2011-03
547349,2011-03-22 12:02:00,15132.0,United Kingdom,313.77,False,2011-03
547350,2011-03-22 12:05:00,17272.0,United Kingdom,657.68,False,2011-03
547357,2011-03-22 12:15:00,17613.0,United Kingdom,493.11,False,2011-03
547358,2011-03-22 12:25:00,15998.0,United Kingdom,918.83,False,2011-03
547359,2011-03-22 12:27:00,15719.0,United Kingdom,326.8,False,2011-03
547360,2011-03-22 12:30:00,16135.0,United Kingdom,517.55,False,2011-03
547361,2011-03-22 12:31:00,15298.0,United Kingdom,365.36,False,2011-03
547362,2011-03-22 12:33:00,13694.0,United Kingdom,3221.88,False,2011-03
547365,2011-03-22 12:36:00,12775.0,Netherlands,235.71,False,2011-03
547366,2011-03-22 13:02:00,12831.0,United Kingdom,215.05,False,2011-03
547367,2011-03-22 13:11:00,15437.0,United Kingdom,200.16,False,2011-03
547370,2011-03-22 13:32:00,14711.0,United Kingdom,200.51999999999998,False,2011-03
547371,2011-03-22 13:38:00,14377.0,United Kingdom,314.6,False,2011-03
547372,2011-03-22 13:46:00,16374.0,United Kingdom,156.3,False,2011-03
547373,2011-03-22 13:52:00,13798.0,United Kingdom,450.5,False,2011-03
547374,2011-03-22 13:54:00,16110.0,United Kingdom,284.23,False,2011-03
547375,2011-03-22 14:24:00,13196.0,United Kingdom,512.13,False,2011-03
547377,2011-03-22 14:43:00,13050.0,United Kingdom,401.35,False,2011-03
547378,2011-03-22 14:56:00,14051.0,United Kingdom,905.1,False,2011-03
547379,2011-03-22 15:13:00,12720.0,Germany,498.32,False,2011-03
547380,2011-03-22 15:20:00,16809.0,United Kingdom,214.28,False,2011-03
547381,2011-03-22 15:25:00,18041.0,United Kingdom,201.39,False,2011-03
547382,2011-03-22 15:31:00,15457.0,United Kingdom,237.07,False,2011-03
547383,2011-03-22 15:42:00,12613.0,Germany,803.66,False,2011-03
547384,2011-03-22 15:46:00,12613.0,Germany,18.0,False,2011-03
547387,2011-03-22 16:00:00,12539.0,Spain,1085.99,False,2011-03
547389,2011-03-22 16:08:00,16721.0,United Kingdom,292.47,False,2011-03
547390,2011-03-22 16:08:00,12352.0,Norway,160.33,False,2011-03
547391,2011-03-22 16:32:00,14735.0,United Kingdom,70.80000000000001,False,2011-03
547401,2011-03-22 17:00:00,17576.0,United Kingdom,198.02,False,2011-03
547405,2011-03-23 08:22:00,17705.0,United Kingdom,114.0,False,2011-03
547406,2011-03-23 08:26:00,16948.0,United Kingdom,170.94,False,2011-03
547407,2011-03-23 08:54:00,15658.0,United Kingdom,21.25,False,2011-03
547412,2011-03-23 09:42:00,12399.0,Belgium,288.05,False,2011-03
547413,2011-03-23 09:43:00,13475.0,United Kingdom,589.4,False,2011-03
547414,2011-03-23 09:54:00,17733.0,United Kingdom,216.95000000000002,False,2011-03
547415,2011-03-23 10:08:00,17102.0,United Kingdom,25.5,False,2011-03
547416,2011-03-23 10:15:00,15410.0,United Kingdom,382.6,False,2011-03
547417,2011-03-23 10:25:00,13239.0,United Kingdom,329.56,False,2011-03
547418,2011-03-23 10:25:00,13148.0,United Kingdom,369.09000000000003,False,2011-03
547419,2011-03-23 10:27:00,15061.0,United Kingdom,1649.58,False,2011-03
547420,2011-03-23 10:43:00,15449.0,United Kingdom,345.92,False,2011-03
547428,2011-03-23 10:51:00,14870.0,United Kingdom,327.25,False,2011-03
547444,2011-03-23 10:55:00,12811.0,Portugal,247.60000000000002,False,2011-03
547485,2011-03-23 11:16:00,17019.0,United Kingdom,366.02,False,2011-03
547486,2011-03-23 11:18:00,13576.0,United Kingdom,330.24,False,2011-03
547488,2011-03-23 11:30:00,13821.0,United Kingdom,270.15,False,2011-03
547489,2011-03-23 11:44:00,17830.0,United Kingdom,99.15,False,2011-03
547490,2011-03-23 11:48:00,17507.0,United Kingdom,265.02,False,2011-03
547491,2011-03-23 12:05:00,17096.0,United Kingdom,133.49,False,2011-03
547492,2011-03-23 12:06:00,12604.0,France,178.5,False,2011-03
547493,2011-03-23 12:06:00,12818.0,Austria,1542.08,False,2011-03
547494,2011-03-23 12:08:00,18191.0,United Kingdom,207.79999999999998,False,2011-03
547496,2011-03-23 12:13:00,18075.0,United Kingdom,261.68,False,2011-03
547497,2011-03-23 12:15:00,14461.0,United Kingdom,776.23,False,2011-03
547498,2011-03-23 12:24:00,15021.0,United Kingdom,201.48,False,2011-03
547500,2011-03-23 12:39:00,13408.0,United Kingdom,524.8199999999999,False,2011-03
547501,2011-03-23 12:41:00,13408.0,United Kingdom,59.400000000000006,False,2011-03
547503,2011-03-23 12:44:00,13132.0,United Kingdom,77.3,False,2011-03
547504,2011-03-23 13:33:00,12683.0,France,877.88,False,2011-03
547507,2011-03-23 13:39:00,16859.0,United Kingdom,259.84,False,2011-03
547508,2011-03-23 13:39:00,12683.0,France,378.0,False,2011-03
547509,2011-03-23 13:42:00,15606.0,United Kingdom,310.8,False,2011-03
547510,2011-03-23 13:42:00,15245.0,United Kingdom,1251.48,False,2011-03
547511,2011-03-23 13:44:00,17411.0,United Kingdom,285.58,False,2011-03
547512,2011-03-23 13:46:00,17262.0,United Kingdom,584.5,False,2011-03
547513,2011-03-23 13:59:00,17519.0,United Kingdom,313.45,False,2011-03
547514,2011-03-23 14:00:00,17486.0,United Kingdom,396.87,False,2011-03
547515,2011-03-23 14:02:00,13267.0,United Kingdom,330.52,False,2011-03
547516,2011-03-23 14:04:00,15189.0,United Kingdom,385.79999999999995,False,2011-03
547517,2011-03-23 14:33:00,12395.0,Belgium,326.5,False,2011-03
547518,2011-03-23 14:39:00,13694.0,United Kingdom,1320.0,False,2011-03
547519,2011-03-23 14:46:00,16308.0,United Kingdom,320.0,False,2011-03
547520,2011-03-23 14:55:00,12564.0,France,456.9,False,2011-03
547521,2011-03-23 15:00:00,16713.0,United Kingdom,197.05,False,2011-03
547535,2011-03-23 15:07:00,16250.0,United Kingdom,163.3,False,2011-03
547537,2011-03-23 15:16:00,13534.0,United Kingdom,249.5,False,2011-03
547538,2011-03-23 15:17:00,13534.0,United Kingdom,264.8,False,2011-03
547539,2011-03-23 15:19:00,16943.0,United Kingdom,193.6,False,2011-03
547541,2011-03-23 15:22:00,14607.0,United Kingdom,495.0,False,2011-03
547546,2011-03-23 15:26:00,13249.0,United Kingdom,291.84000000000003,False,2011-03
547548,2011-03-23 15:37:00,15644.0,United Kingdom,202.22,False,2011-03
547549,2011-03-23 15:40:00,14794.0,United Kingdom,283.03,False,2011-03
547550,2011-03-23 15:41:00,16839.0,United Kingdom,335.72,False,2011-03
547553,2011-03-23 16:00:00,15644.0,United Kingdom,36.4,False,2011-03
547554,2011-03-23 16:22:00,17858.0,United Kingdom,79.6,False,2011-03
547555,2011-03-23 16:35:00,14075.0,United Kingdom,307.92,False,2011-03
547556,2011-03-23 16:45:00,17250.0,United Kingdom,162.65,False,2011-03
547558,2011-03-23 17:25:00,17966.0,United Kingdom,147.0,False,2011-03
547561,2011-03-24 08:44:00,14129.0,United Kingdom,358.90000000000003,False,2011-03
547562,2011-03-24 08:47:00,16525.0,United Kingdom,851.4000000000001,False,2011-03
547563,2011-03-24 08:56:00,15651.0,United Kingdom,227.32,False,2011-03
547564,2011-03-24 09:21:00,17512.0,United Kingdom,441.81,False,2011-03
547565,2011-03-24 09:21:00,13035.0,United Kingdom,333.0,False,2011-03
547566,2011-03-24 09:42:00,12811.0,Portugal,27.0,False,2011-03
547567,2011-03-24 09:44:00,17644.0,United Kingdom,442.47,False,2011-03
547568,2011-03-24 09:50:00,13341.0,United Kingdom,775.85,False,2011-03
547569,2011-03-24 09:50:00,17491.0,United Kingdom,556.9399999999999,False,2011-03
547570,2011-03-24 09:50:00,13636.0,United Kingdom,137.35,False,2011-03
547571,2011-03-24 09:52:00,16265.0,United Kingdom,432.3,False,2011-03
547572,2011-03-24 10:03:00,13512.0,United Kingdom,251.21,False,2011-03
547573,2011-03-24 10:04:00,12948.0,United Kingdom,157.16,False,2011-03
547576,2011-03-24 10:37:00,16620.0,United Kingdom,95.75999999999999,False,2011-03
547577,2011-03-24 10:37:00,13183.0,United Kingdom,513.84,False,2011-03
547578,2011-03-24 10:38:00,13089.0,United Kingdom,485.89,False,2011-03
547579,2011-03-24 10:40:00,13089.0,United Kingdom,120.0,False,2011-03
547580,2011-03-24 10:48:00,13488.0,United Kingdom,713.9499999999999,False,2011-03
547583,2011-03-24 11:07:00,12901.0,United Kingdom,562.3199999999999,False,2011-03
547623,2011-03-24 11:29:00,15641.0,United Kingdom,543.22,False,2011-03
547639,2011-03-24 11:34:00,17698.0,United Kingdom,154.95,False,2011-03
547644,2011-03-24 11:38:00,14267.0,United Kingdom,418.18,False,2011-03
547645,2011-03-24 11:40:00,12676.0,Sweden,197.9,False,2011-03
547647,2011-03-24 11:43:00,15144.0,United Kingdom,232.9,False,2011-03
547648,2011-03-24 11:44:00,15144.0,United Kingdom,37.5,False,2011-03
547649,2011-03-24 12:02:00,18118.0,United Kingdom,368.92,False,2011-03
547650,2011-03-24 12:08:00,17059.0,United Kingdom,459.3,False,2011-03
547651,2011-03-24 12:11:00,16904.0,United Kingdom,433.29,False,2011-03
547652,2011-03-24 12:15:00,14606.0,United Kingdom,236.07,False,2011-03
547653,2011-03-24 12:21:00,16745.0,United Kingdom,515.9,False,2011-03
547654,2011-03-24 12:32:00,14527.0,United Kingdom,73.77,False,2011-03
547655,2011-03-24 12:52:00,14267.0,United Kingdom,418.18,False,2011-03
547656,2011-03-24 12:53:00,13263.0,United Kingdom,217.56,False,2011-03
547657,2011-03-24 12:58:00,13871.0,United Kingdom,401.3,False,2011-03
547658,2011-03-24 13:04:00,13736.0,United Kingdom,357.53,False,2011-03
547659,2011-03-24 13:05:00,12434.0,Australia,286.25,False,2011-03
547662,2011-03-24 13:12:00,14085.0,United Kingdom,150.34,False,2011-03
547663,2011-03-24 13:16:00,16022.0,United Kingdom,628.28,False,2011-03
547664,2011-03-24 13:16:00,13069.0,United Kingdom,273.98,False,2011-03
547665,2011-03-24 13:17:00,14256.0,United Kingdom,445.2,False,2011-03
547666,2011-03-24 13:23:00,14235.0,United Kingdom,850.3100000000001,False,2011-03
547667,2011-03-24 13:25:00,16700.0,United Kingdom,483.3,False,2011-03
547668,2011-03-24 13:28:00,14071.0,United Kingdom,131.41,False,2011-03
547669,2011-03-24 13:37:00,12748.0,United Kingdom,163.46,False,2011-03
547670,2011-03-24 13:41:00,16769.0,United Kingdom,380.39,False,2011-03
547671,2011-03-24 13:45:00,14560.0,United Kingdom,62.379999999999995,False,2011-03
547672,2011-03-24 13:54:00,17754.0,United Kingdom,264.24,False,2011-03
547674,2011-03-24 13:59:00,15835.0,United Kingdom,187.2,False,2011-03
547684,2011-03-24 14:46:00,12408.0,Belgium,762.89,False,2011-03
547685,2011-03-24 14:47:00,12408.0,Belgium,74.7,False,2011-03
547686,2011-03-24 14:49:00,15513.0,United Kingdom,310.40000000000003,False,2011-03
547687,2011-03-24 14:52:00,15078.0,United Kingdom,356.3,False,2011-03
547688,2011-03-24 14:54:00,12971.0,United Kingdom,137.4,False,2011-03
547689,2011-03-24 14:55:00,17757.0,United Kingdom,166.75,False,2011-03
547690,2011-03-24 14:55:00,16063.0,United Kingdom,335.32,False,2011-03
547691,2011-03-24 15:02:00,16767.0,United Kingdom,364.84000000000003,False,2011-03
547694,2011-03-24 15:12:00,15178.0,United Kingdom,40.5,False,2011-03
547695,2011-03-24 15:15:00,18239.0,United Kingdom,176.38,False,2011-03
547697,2011-03-24 16:23:00,14348.0,United Kingdom,409.57,False,2011-03
547698,2011-03-24 16:30:00,15304.0,United Kingdom,51.0,False,2011-03
547702,2011-03-24 16:45:00,14911.0,EIRE,415.45,False,2011-03
547703,2011-03-24 17:10:00,12540.0,Spain,1140.76,False,2011-03
547705,2011-03-24 18:20:00,14056.0,United Kingdom,229.49,False,2011-03
547706,2011-03-24 18:25:00,12901.0,United Kingdom,2278.8,False,2011-03
547707,2011-03-24 18:28:00,18008.0,United Kingdom,585.0,False,2011-03
547708,2011-03-24 18:34:00,17450.0,United Kingdom,11343.199999999999,False,2011-03
547709,2011-03-24 18:43:00,18109.0,United Kingdom,279.73,False,2011-03
547712,2011-03-24 19:31:00,16905.0,United Kingdom,380.98,False,2011-03
547713,2011-03-25 08:41:00,16458.0,United Kingdom,157.7,False,2011-03
547714,2011-03-25 08:43:00,15815.0,United Kingdom,427.0,False,2011-03
547715,2011-03-25 08:50:00,12520.0,Germany,246.54,False,2011-03
547716,2011-03-25 08:52:00,16833.0,United Kingdom,344.41,False,2011-03
547717,2011-03-25 08:53:00,16833.0,United Kingdom,17.4,False,2011-03
547718,2011-03-25 09:39:00,17450.0,United Kingdom,57.599999999999994,False,2011-03
547719,2011-03-25 10:05:00,14404.0,United Kingdom,307.5,False,2011-03
547720,2011-03-25 10:08:00,14209.0,United Kingdom,420.6,False,2011-03
547721,2011-03-25 10:14:00,13000.0,United Kingdom,256.78,False,2011-03
547722,2011-03-25 10:19:00,12553.0,France,357.90999999999997,False,2011-03
547724,2011-03-25 10:42:00,13468.0,United Kingdom,102.69999999999999,False,2011-03
547726,2011-03-25 10:49:00,16029.0,United Kingdom,465.84000000000003,False,2011-03
547727,2011-03-25 10:50:00,16029.0,United Kingdom,878.16,False,2011-03
547728,2011-03-25 10:51:00,16029.0,United Kingdom,146.88,False,2011-03
547729,2011-03-25 10:52:00,15529.0,United Kingdom,366.18,False,2011-03
547730,2011-03-25 11:01:00,14796.0,United Kingdom,349.51,False,2011-03
547762,2011-03-25 11:31:00,13695.0,United Kingdom,83.14,False,2011-03
547772,2011-03-25 11:34:00,17979.0,United Kingdom,231.77,False,2011-03
547785,2011-03-25 11:41:00,13097.0,United Kingdom,878.02,False,2011-03
547786,2011-03-25 11:44:00,14587.0,United Kingdom,180.06,False,2011-03
547787,2011-03-25 11:57:00,13139.0,United Kingdom,409.5,False,2011-03
547789,2011-03-25 12:04:00,14911.0,EIRE,750.37,False,2011-03
547790,2011-03-25 12:04:00,12545.0,Spain,628.15,False,2011-03
547792,2011-03-25 12:07:00,17979.0,United Kingdom,9.9,False,2011-03
547793,2011-03-25 12:10:00,14758.0,United Kingdom,654.75,False,2011-03
547794,2011-03-25 12:13:00,14085.0,United Kingdom,207.21,False,2011-03
547795,2011-03-25 12:21:00,14536.0,United Kingdom,171.8,False,2011-03
547796,2011-03-25 12:34:00,14646.0,Netherlands,1407.86,False,2011-03
547799,2011-03-25 12:48:00,17139.0,United Kingdom,708.66,False,2011-03
547800,2011-03-25 12:55:00,14504.0,United Kingdom,134.56,False,2011-03
547801,2011-03-25 12:57:00,14107.0,United Kingdom,554.18,False,2011-03
547803,2011-03-25 13:23:00,13662.0,United Kingdom,227.70000000000002,False,2011-03
547804,2011-03-25 13:30:00,16817.0,United Kingdom,6.8,False,2011-03
547805,2011-03-25 13:35:00,13327.0,United Kingdom,474.05,False,2011-03
547809,2011-03-25 13:54:00,12748.0,United Kingdom,185.1,False,2011-03
547811,2011-03-25 14:01:00,17368.0,United Kingdom,194.92000000000002,False,2011-03
547812,2011-03-25 14:06:00,18102.0,United Kingdom,5513.32,False,2011-03
547814,2011-03-25 14:19:00,13452.0,United Kingdom,295.0,False,2011-03
547815,2011-03-25 14:19:00,13520.0,Switzerland,490.78000000000003,False,2011-03
547816,2011-03-25 14:30:00,12748.0,United Kingdom,25.25,False,2011-03
547817,2011-03-25 14:34:00,17946.0,United Kingdom,17.549999999999997,False,2011-03
547818,2011-03-25 14:39:00,12748.0,United Kingdom,76.2,False,2011-03
547819,2011-03-25 14:45:00,12748.0,United Kingdom,94.19,False,2011-03
547820,2011-03-25 14:46:00,13743.0,United Kingdom,141.72,False,2011-03
547821,2011-03-25 14:50:00,12621.0,Germany,960.0,False,2011-03
547822,2011-03-25 14:53:00,12668.0,Germany,1444.8,False,2011-03
547825,2011-03-25 15:01:00,12778.0,Netherlands,155.65,False,2011-03
547826,2011-03-25 15:08:00,18078.0,United Kingdom,197.94,False,2011-03
547828,2011-03-25 15:18:00,16618.0,United Kingdom,354.65999999999997,False,2011-03
547829,2011-03-25 15:24:00,16081.0,United Kingdom,410.53,False,2011-03
547832,2011-03-25 16:25:00,17511.0,United Kingdom,3962.06,False,2011-03
